Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
304,867,V,Quinnipiac,36,39,75,158,153.5,100,1
304,868,H,LongIsland,40,38,78,3.5,1,-120,82
304,869,N,AlbanyNY,33,22,55,133,129.5,175,69
304,870,N,StonyBrook,33,24,57,3,4,-205,3.5
304,871,N,Hartford,30,32,73,122.5,120.5,400,66
304,872,N,Vermont,38,24,77,8,9.5,-500,3
304,873,N,NDakotaSt,23,30,53,1,4,-175,2.5
304,874,N,WesternIllinois,22,36,58,119,117,155,62
304,875,N,SouthernUtah,43,41,84,145,141.5,240,77
304,876,N,Oakland,40,42,82,7,7,-300,6
305,519,V,VaCommonwealth,35,24,59,2.5,3,-170,64
305,520,H,Drexel,19,37,56,118,120.5,150,2.5
305,521,N,ArkansasState,34,38,72,128,130,105,1
305,522,N,NorthTexas,38,38,76,1,2,-125,70.5
305,523,N,WesternKentucky,34,33,67,131,129.5,365,70
305,524,N,DenverU,31,32,63,8,8.5,-465,6.5
305,525,V,NorthernIllinois,18,37,55,106.5,108.5,315,57
305,526,H,EasternMichigan,11,41,52,8.5,8.5,-395,8
305,527,V,BallState,30,33,63,131,127.5,130,69
305,528,H,WesternMichigan,33,36,69,4.5,3,-150,1
305,529,V,MiamiOhio,24,29,53,127.5,126,-105,1.5
305,530,H,Toledo,32,28,60,1.5,1.5,-115,67
305,531,V,CentralMichigan,20,34,54,127,126.5,530,696
305,532,H,BowlingGreen,26,27,53,11.5,11.5,-780,5.5
305,533,N,Gonzaga,36,32,74,1.5,2,-130,2
305,534,N,SaintMarysCA,36,32,78,134,134.5,110,72.5
305,535,N,Fairfield,30,14,44,122,2.5,-145,0.5
305,536,N,LoyolaMaryland,26,22,48,1.5,121.5,125,65.5
305,537,N,WesternCarolina,35,43,91,146,144,600,76
305,538,N,Davidson,36,42,93,12.5,12.5,-1000,7.5
305,541,N,WesternIllinois,27,27,54,115,117,310,63
305,542,N,OralRoberts,26,27,53,8,8,-380,5.5
305,543,N,SouthernUtah,27,20,47,134,132.5,500,69.5
305,544,N,SouthDakotaState,28,35,63,12,11.5,-750,7
306,563,V,Pennsylvania,17,35,52,120,119,160,0.5
306,564,H,Princeton,27,35,62,4.5,4.5,-190,63
306,565,N,Connecticut,46,35,81,9,10,-615,3
306,566,N,Depaul,33,34,67,145,143.5,455,76.5
306,567,N,Pittsburgh,33,40,73,5.5,6,-255,2
306,568,N,StJohns,28,31,59,135,133.5,205,71.5
306,569,N,Providence,23,24,47,137,137,225,0.5
306,570,N,SetonHall,36,43,79,5,6,-275,72
306,571,N,Villanova,30,40,70,1.5,2,-130,2
306,572,N,Rutgers,34,15,49,136.5,137.5,110,73.5
306,573,V,CharlotteU,27,37,64,137,137,430,72
306,574,H,StJosephs,34,46,80,10,9.5,-555,4
306,575,V,Duquesne,48,35,83,150.5,150.5,185,83
306,576,H,Massachusetts,51,41,92,6,5,-225,2.5
306,577,V,GeoWashington,17,33,50,132.5,131.5,380,69
306,578,H,Dayton,31,36,67,10.5,9,-480,2
306,579,V,Richmond,33,39,72,135,134.5,195,72.5
306,580,H,LaSalle,40,40,80,6.5,5,-235,1
306,581,N,WesternKentucky,30,44,74,133,133.5,130,72
306,582,N,NorthTexas,32,38,70,2,3.5,-150,2
306,583,V,DetroitU,24,46,70,138,137,120,71.5
306,584,H,Valparaiso,27,23,50,2,2.5,-140,0.5
306,585,N,PortlandState,35,28,63,151,150,230,78.5
306,586,N,WeberState,30,39,69,6,6.5,-290,6.5
306,587,V,EWashington,35,31,66,133.5,133.5,440,73
306,588,H,Montana,30,44,74,11,10,-600,8.5
306,589,N,MorganState,24,41,65,2.5,1.5,-125,0.5
306,590,N,Hampton,26,43,69,131.5,130.5,105,69.5
306,591,N,Howard,24,27,51,133,130.5,140,69
306,592,N,NCarolinaA&T,29,21,50,4,3,-160,0.5
306,593,N,MDEasternShore,26,17,43,126,127,380,69
306,594,N,NCCentral,29,31,60,11,9.5,-480,5
306,595,N,SoCarolinaSt,18,35,53,139,137,380,70
306,596,N,BethuneCookman,27,35,62,11,8.5,-480,2.5
306,597,N,FloridaAM,28,46,74,155,153,215,1
306,598,N,CoppinState,43,29,72,8,6,-265,80
306,599,N,WesternIllinois,28,16,50,122,119.5,420,63.5
306,600,N,SouthDakotaState,24,20,52,9.5,10,-545,8.5
307,627,N,Connecticut,26,39,71,131,2,-135,2
307,628,N,WestVirginia,30,35,67,0,132,115,70
307,629,N,Pittsburgh,23,29,52,122.5,124,205,67
307,630,N,Georgetown,31,33,64,3.5,5.5,-255,1
307,631,N,SetonHall,22,33,55,123.5,126,170,66.5
307,632,N,Louisville,23,38,61,3,4,-195,2.5
307,633,N,Villanova,17,30,47,121,119.5,120,2
307,634,N,SouthFlorida,27,29,56,2,2.5,-140,64.5
307,635,N,EastCarolina,32,36,68,133,131,115,69.5
307,636,N,Rice,33,33,66,0,1.5,-135,1.5
307,637,N,SMU,26,30,56,118.5,120,265,65.5
307,638,N,Marshall,33,41,74,7,7,-335,2
307,639,N,HoustonU,25,33,62,128.5,128.5,150,67
307,640,N,UTEP,21,37,67,3.5,3.5,-170,2.5
307,641,N,Tulane,28,36,64,116.5,117,255,64
307,642,N,UAB,27,45,72,6.5,7,-315,4.5
307,643,N,WashingtonState,39,25,64,148,146.5,160,77
307,644,N,OregonState,38,31,69,5,4,-185,3.5
307,645,V,USC,21,19,40,113,114.5,650,61.5
307,646,H,UCLA,22,33,55,13,12.5,-1050,8
307,647,N,ArizonaState,30,35,65,124,123.5,370,68.5
307,648,N,Stanford,50,35,85,10,9,-470,1
307,649,N,Utah,23,18,41,119,119.5,700,63.5
307,650,N,Colorado,25,28,53,12.5,13,-1100,7.5
307,651,N,NorthernIllinois,28,26,54,127.5,124.5,475,67
307,652,N,WesternMichigan,31,40,71,9.5,10.5,-675,6
307,653,N,CentralMichigan,31,41,72,131.5,131,115,71.5
307,654,N,Toledo,35,40,75,3.5,2,-135,0.5
307,655,N,TexasA&M,27,35,62,123,123,100,65.5
307,656,N,Oklahoma,22,31,53,1,1.5,-120,2
307,657,N,TexasTech,27,33,60,125.5,123,285,66
307,658,N,OklahomaState,32,44,76,8,7.5,-355,3
307,659,V,WeberState,36,30,66,134,133,175,71
307,660,H,Montana,31,54,85,5,4.5,-215,3.5
307,661,N,SamHoustonSt,22,24,46,107,106.5,340,59
307,662,N,StephenFAustin,29,39,68,8.5,8.5,-440,3
307,663,N,NorthwesternSt,26,43,69,143,143.5,380,76.5
307,664,N,Lamar,35,41,76,9,9,-480,3.5
307,665,N,NichollsState,19,29,48,147,145,1015,75.5
307,666,N,UTArlington,42,54,96,18,14,-1565,4
307,667,N,TexSanAntonio,30,33,74,2,1.5,-125,71.5
307,668,N,McNeeseState,19,44,78,131,138,105,2.5
307,669,N,AlabamaA&M,31,31,62,126.5,123.5,250,68.5
307,670,N,TexasSouthern,35,40,75,6,6.5,-310,2.5
307,671,N,JacksonState,29,31,60,126.5,124.5,430,66.5
307,672,N,MissValleySt,34,29,63,10,10.5,-555,4.5
307,673,N,Hampton,23,36,59,119,117,280,62
307,674,N,SavannahState,22,24,46,6.5,7,-350,5
307,675,N,Howard,26,35,61,129,125.5,360,67
307,676,N,NorfolkSt,36,35,71,9.5,8.5,-460,3
307,677,V,RobertMorris,31,42,73,1,148,-120,2.5
307,678,H,LongIsland,39,51,90,148,0,100,78.5
307,679,V,Lehigh,41,41,82,130.5,129.5,165,71.5
307,680,H,Bucknell,34,43,77,4,4,-190,3.5
308,705,N,Illinois,31,30,61,2,2,-140,70
308,706,N,Iowa,27,37,64,137,132.5,120,0.5
308,707,N,PennState,32,26,58,137,133.5,605,73
308,708,N,IndianaU,38,37,75,13.5,12,-905,5.5
308,709,N,Minnesota,34,27,75,130,129,135,68.5
308,710,N,Northwestern,36,25,68,2,3,-155,1.5
308,711,N,Nebraska,31,30,61,129,128.5,380,69.5
308,712,N,Purdue,39,40,79,9.5,9,-480,3.5
308,713,N,WakeForest,31,29,60,136,138,180,73
308,714,N,Maryland,36,46,82,4,4,-220,1.5
308,715,N,BostonCollege,24,33,57,133,131.5,570,70
308,716,N,NCState,37,41,78,12.5,12.5,-870,4
308,717,N,VirginiaTech,30,38,68,119.5,122,160,66.5
308,718,N,Clemson,35,28,63,2.5,3.5,-180,1
308,719,N,GeorgiaTech,20,16,36,124,125,300,65.5
308,720,N,MiamiFlorida,19,35,54,6.5,7.5,-370,5.5
308,721,N,Connecticut,24,31,55,135,136,285,71.5
308,722,N,Syracuse,27,31,58,6,7,-355,3.5
308,723,N,Georgetown,30,24,70,2,3.5,-160,0.5
308,724,N,Cincinnati,24,30,72,121,122,140,64.5
308,725,N,Louisville,50,34,84,135,135,165,76
308,726,N,Marquette,40,31,71,3,3.5,-185,5
308,727,N,SouthFlorida,26,19,53,108.5,108,135,59
308,728,N,NotreDame,28,17,57,2,3,-155,1.5
308,729,N,KansasState,36,38,74,135.5,136,115,2
308,730,N,Baylor,45,37,82,1.5,2.5,-135,74.5
308,731,N,TexasA&M,28,38,66,122.5,123,1105,67
308,732,N,Kansas,40,43,83,14,15,-1705,6
308,733,N,OklahomaState,24,46,70,142.5,143.5,550,75.5
308,734,N,Missouri,49,39,88,11.5,11.5,-850,1.5
308,735,N,Texas,25,46,71,1,1.5,-120,1
308,736,N,IowaState,29,36,65,139,138,100,72
308,737,N,Arkansas,28,26,54,137,135,130,71.5
308,738,N,LSU,28,42,70,2,2.5,-150,2
308,739,N,SouthCarolina,26,31,57,116,115,405,63.5
308,740,N,Alabama,37,26,63,9,9.5,-505,2.5
308,741,N,Auburn,23,31,54,121,120.5,160,64.5
308,742,N,Mississippi,28,40,68,4,4,-180,1.5
308,743,N,Georgia,31,40,71,123.5,120.5,195,66
308,744,N,MississippiSt,29,32,61,5,5.5,-235,5
308,745,N,EastCarolina,30,38,78,134,133.5,265,70.5
308,746,N,SouthernMiss,32,36,81,6,7,-325,4
308,747,N,Marshall,30,34,105,1,1,-120,1
308,748,N,Tulsa,32,32,100,131.5,131,100,71
308,749,V,UTEP,26,21,47,125.5,127,1455,67.5
308,750,H,MemphisU,31,34,65,15,15.5,-2455,8
308,751,N,UAB,29,25,54,121,120.5,125,1
308,752,N,CentralFlorida,36,28,64,1,2.5,-145,66.5
308,753,N,OregonState,46,40,86,153,152,155,82
308,754,N,WashingtonU,33,51,84,2.5,4,-180,6
308,755,N,UCLA,23,35,58,3,3,-150,3
308,756,N,Arizona,29,37,66,129.5,129.5,130,69.5
308,757,N,Stanford,30,41,71,132,132.5,165,70.5
308,758,N,California,23,54,77,4,4.5,-190,4
308,759,N,Colorado,34,29,63,140,140.5,155,75.5
308,760,N,Oregon,33,29,62,3,4,-175,4
308,761,N,BoiseState,32,30,62,132,130.5,240,68.5
308,762,N,SanDiegoState,30,35,65,7.5,6.5,-300,4.5
308,763,N,TCU,26,34,60,142,140.5,165,2
308,764,N,ColoradoState,42,39,81,4,4,-190,74.5
308,765,N,AirForce,31,33,64,124.5,123.5,1050,69
308,766,N,NewMexico,45,34,79,15,14.5,-1650,4.5
308,767,V,Wyoming,11,37,48,128,127.5,365,66.5
308,768,H,UNLV,28,28,56,10,9,-465,1.5
308,769,N,Hawaii,35,37,72,139.5,138.5,195,74
308,770,N,IdahoU,28,42,70,5,5,-235,4.5
308,771,N,FresnoState,19,30,49,135.5,135,270,69
308,772,N,NewMexicoState,25,40,65,7.5,7.5,-340,3
308,773,N,SanJoseState,14,30,44,135.5,135.5,525,67.5
308,774,N,Nevada,13,41,54,11.5,11,-775,7.5
308,775,N,LouisianaTech,35,37,72,129,129,170,70
308,776,N,UtahState,32,38,70,3.5,4.5,-200,4
308,777,N,Pacific,29,23,52,127,127,425,71
308,778,N,CalSantaBarb,43,29,72,10.5,10,-550,2.5
308,779,N,CalIrvine,29,36,65,155.5,154,265,78
308,780,N,CSFullerton,21,38,59,7.5,7.5,-335,7
308,781,N,UCDavis,21,25,46,138.5,137,4000,71.5
308,782,N,LongBeachState,41,39,80,19.5,19.5,-10000,6.5
308,783,N,CalRiverside,34,20,54,112,111.5,260,62.5
308,784,N,CalPolySLO,28,38,66,5.5,7,-320,5
308,785,N,WesternMichigan,30,42,72,137,137,210,72.5
308,786,N,KentState,35,41,76,5,5.5,-260,1.5
308,787,N,Toledo,24,33,57,135.5,139.5,475,73
308,788,N,Ohio,26,39,65,9.5,10.5,-675,6
308,789,N,AlcornState,50,53,103,123.5,122.5,210,66
308,790,N,PrairieViewA&M,17,62,79,4,6,-260,7
308,791,N,ArkPineBluff,20,31,60,122.5,117.5,-105,1.5
308,792,N,AlabamaState,26,25,56,0,0,-115,62.5
308,793,N,FloridaAM,33,20,65,134,131,320,70
308,794,N,DelawareState,25,28,55,8,8,-400,7
308,795,N,NCCentral,30,29,59,4,3.5,-170,4.5
308,796,N,BethuneCookman,40,20,60,124.5,125.5,150,69.5
308,797,N,Lamar,26,29,55,2.5,2,-130,63
308,798,N,StephenFAustin,19,25,44,121,119.5,110,1
308,799,N,McNeeseState,44,48,92,141.5,141.5,295,76.5
308,800,N,UTArlington,32,40,72,7,7.5,-365,7
309,821,N,Maryland,26,43,69,151,152,1105,78
309,822,N,NorthCarolina,36,49,85,15.5,15,-1705,5.5
309,823,N,NCState,36,31,67,120.5,120.5,150,66
309,824,N,Virginia,33,31,64,2.5,3.5,-170,3
309,825,N,VirginiaTech,26,30,56,136.5,135.5,355,71
309,826,N,Duke,31,29,60,8.5,9,-455,4
309,827,N,MiamiFlorida,27,44,71,128.5,127.5,145,0.5
309,828,N,FloridaState,36,46,82,2,3,-165,68
309,829,N,Massachusetts,31,46,77,152,153.5,280,81
309,830,N,Temple,36,35,71,7.5,7.5,-350,3.5
309,831,N,StJosephs,30,38,68,1,2,-130,1
309,832,N,StBonaventure,33,38,71,134,135,110,71.5
309,833,N,LaSalle,29,42,71,126,131,270,71
309,834,N,SaintLouis,35,43,78,6,7,-340,2.5
309,835,N,Dayton,38,31,69,141,142.5,130,75.5
309,836,N,Xavier,28,42,70,2,2.5,-150,4
309,837,N,Iowa,39,36,75,135.5,134,550,74
309,838,N,MichiganState,55,37,92,11,11.5,-850,2.5
309,839,N,IndianaU,31,40,71,1,1,-125,1.5
309,840,N,Wisconsin,36,43,79,123,122.5,105,67
309,841,N,Minnesota,23,33,69,123,122.5,205,64.5
309,842,N,Michigan,20,36,73,5,5.5,-255,5
309,843,N,Purdue,36,35,71,139,137.5,275,72.5
309,844,N,OhioState,40,48,88,7.5,7,-345,3
309,845,N,LSU,24,27,51,129.5,130,1600,68
309,846,N,Kentucky,25,35,60,16.5,17,-3400,10.5
309,847,N,Alabama,24,39,63,127,128,165,67
309,848,N,Florida,26,40,66,3.5,4,-190,2.5
309,849,N,Mississippi,28,33,77,125.5,125.5,165,67
309,850,N,Tennessee,28,33,72,3,3.5,-190,2.5
309,851,N,Georgia,25,16,41,126,126.5,305,67
309,852,N,Vanderbilt,24,39,63,8,7.5,-375,5
309,853,N,Marshall,29,44,73,137,135.5,130,71
309,854,N,SouthernMiss,28,34,62,2,2.5,-150,2.5
309,855,V,CentralFlorida,22,30,52,132.5,134,585,71
309,856,H,MemphisU,36,47,83,11.5,11.5,-885,3.5
309,857,N,Cincinnati,35,36,71,128.5,128.5,320,68.5
309,858,N,Syracuse,23,45,68,7.5,8,-400,8
309,859,N,Louisville,35,29,64,2,3.5,-170,64
309,860,N,NotreDame,19,31,50,117.5,120,150,2.5
309,861,N,KentState,36,38,74,138.5,136.5,105,1
309,862,N,Akron,41,37,78,2,1.5,-125,73.5
309,863,N,Ohio,46,31,77,3,3.5,-175,74.5
309,864,N,Buffalo,35,39,74,138.5,136.5,155,1
309,865,N,Baylor,43,38,81,140,140.5,240,76
309,866,N,Kansas,35,37,72,5.5,6.5,-300,6.5
309,867,N,Texas,32,35,67,145.5,145,225,77
309,868,N,Missouri,39,42,81,5,5.5,-275,2
309,869,N,OregonState,34,27,61,147,146,120,77
309,870,N,Arizona,27,45,72,3,2.5,-140,3
309,871,N,Colorado,28,42,70,132.5,130.5,225,69
309,872,N,California,27,32,59,6,6,-275,4.5
309,873,N,ColoradoState,39,30,69,134,134.5,120,73.5
309,874,N,SanDiegoState,38,41,79,2.5,2.5,-140,2.5
309,875,V,NewMexico,31,41,72,136,136,155,72.5
309,876,H,UNLV,34,33,67,2.5,3.5,-175,1
309,877,N,Hawaii,38,43,81,152,150.5,495,79.5
309,878,N,NewMexicoState,47,45,92,11,10.5,-720,3.5
309,879,N,LouisianaTech,42,36,78,135,133.5,230,72.5
309,880,N,Nevada,39,34,73,6,6.5,-290,5.5
309,881,N,CalIrvine,28,29,57,139.5,137,900,71.5
309,882,N,LongBeachState,27,41,68,14,13,-1350,8
309,883,N,CalPolySLO,31,21,52,126.5,125,190,67
309,884,N,CalSantaBarb,32,32,64,4.5,5.5,-240,3.5
309,885,N,AlcornState,31,24,55,125.5,125.5,400,67.5
309,886,N,TexasSouthern,29,31,60,7.5,9.5,-500,6.5
309,887,N,ArkPineBluff,29,35,64,135.5,132,355,69
309,888,N,MissValleySt,33,38,71,8,9,-455,5
309,889,N,Hampton,31,41,72,1,1.5,-130,3
309,890,N,BethuneCookman,39,42,81,125.5,127,110,69
309,891,N,FloridaAM,22,24,46,140.5,135.5,425,69.5
309,892,N,NorfolkSt,23,35,58,10.5,10,-550,6
310,519,V,Marshall,27,30,57,139,137.5,640,72
310,520,H,MemphisU,45,38,83,11,12.5,-1040,2.5
310,521,N,NCState,34,33,67,150,149.5,395,78
310,522,N,NorthCarolina,31,38,69,10,9.5,-495,7.5
310,523,N,FloridaState,33,29,62,139.5,136,140,72.5
310,524,N,Duke,31,28,59,2,3,-160,3.5
310,525,N,Massachusetts,41,39,80,144.5,142.5,155,0.5
310,526,N,StBonaventure,48,36,84,3,3.5,-175,77.5
310,527,N,Xavier,29,42,71,129.5,128,190,68.5
310,528,N,SaintLouis,23,41,64,6,5.5,-240,4
310,529,N,Florida,39,32,71,137.5,139.5,390,75.5
310,530,N,Kentucky,40,34,74,9,9,-490,6
310,531,N,Mississippi,23,30,53,132.5,132.5,270,68.5
310,532,N,Vanderbilt,25,40,65,7,7,-330,4
310,533,N,Wisconsin,25,27,52,115,119,170,0.5
310,534,N,MichiganState,35,30,65,3,4,-195,65.5
310,535,N,OhioState,34,43,77,7.5,8,-350,1
310,536,N,Michigan,21,34,55,125,127,280,68
310,537,N,Colorado,30,23,53,129,132.5,155,70
310,538,N,Arizona,28,23,51,3.5,3.5,-175,3
310,539,N,Baylor,37,38,75,147.5,149,175,79
310,540,N,Missouri,43,47,90,3,4,-200,0
310,541,N,Ohio,28,36,64,1,1.5,-130,1
310,542,N,Akron,29,34,63,136.5,136,110,69.5
310,543,N,NewMexico,34,34,68,4.5,4.5,-220,69.5
310,544,N,SanDiegoState,23,36,59,132,132.5,180,0.5
310,545,N,Louisville,24,26,50,1.5,3.5,-175,65
310,546,N,Cincinnati,14,30,44,123.5,123.5,155,1
310,547,N,CalSantaBarb,34,30,64,134,132.5,170,71.5
310,548,N,LongBeachState,36,41,77,3.5,4,-195,2.5
310,549,N,LouisianaTech,20,37,57,148.5,149.5,320,0
310,550,N,NewMexicoState,38,44,82,8,8,-400,77.5
310,551,V,Vermont,26,25,51,121,121,145,64
310,552,H,StonyBrook,19,24,43,3,3,-165,3.5
310,553,N,BethuneCookman,22,48,70,132,127,175,1.5
310,554,N,NorfolkSt,35,38,73,4,4.5,-205,67
310,555,N,McNeeseState,21,28,49,138.5,139.5,290,72
310,556,N,Lamar,33,37,70,5.5,8,-360,1
310,557,N,TexasSouthern,17,52,69,129,127.5,165,68
310,558,N,MissValleySt,26,45,71,1.5,4.5,-195,0
311,887,N,FloridaState,49,36,85,142.5,143.5,220,78.5
311,888,N,NorthCarolina,40,42,82,6,5.5,-260,6
311,889,N,Vanderbilt,37,34,71,136.5,138,300,74
311,890,N,Kentucky,37,27,64,6.5,7.5,-360,5.5
311,891,N,StBonaventure,37,30,67,136,137,165,72.5
311,892,N,Xavier,24,32,56,3,4,-185,5.5
311,893,N,OhioState,32,32,64,2,2,-140,2
311,894,N,MichiganState,34,34,68,130.5,133,120,71.5
313,547,N,MissValleySt,23,35,58,139,138,150,71
313,548,N,WesternKentucky,19,40,59,4.5,3.5,-170,2.5
313,549,N,Iona,55,17,72,162,162,100,88
313,550,N,BYU,40,38,78,1,1.5,-120,4.5
313,551,V,Massachusetts,41,31,101,150,153.5,290,82.5
313,552,H,MississippiSt,31,41,96,7.5,7.5,-360,6.5
313,553,V,StonyBrook,30,31,61,123.5,126.5,370,69
313,554,H,SetonHall,32,31,63,12.5,9,-470,4.5
313,555,V,Dayton,41,34,75,146,148,160,82
313,556,H,Iowa,44,40,84,4,4,-185,1.5
313,557,V,SavannahState,24,27,51,120,124,710,66.5
313,558,H,Tennessee,32,33,65,14,13,-1110,5.5
313,559,V,Akron,34,40,74,140,143,230,76.5
313,560,H,Northwestern,42,34,76,6.5,6,-280,1.5
313,561,V,Marshall,30,48,78,134.5,136,205,73
313,562,H,MiddleTennSt,39,47,86,5,5.5,-255,0.5
313,563,V,LSU,33,43,76,135.5,135.5,295,73.5
313,564,H,Oregon,50,46,96,6.5,7.5,-365,0
313,565,V,UTArlington,37,35,72,153,156.5,420,82.5
313,566,H,WashingtonU,37,45,82,9,9.5,-530,6
313,567,V,ClevelandState,30,35,65,129,130.5,225,69.5
313,568,H,Stanford,31,45,76,6.5,6,-275,3
313,571,V,Princeton,48,47,95,137,137.5,160,76
313,572,H,Evansville,47,39,86,4,4,-185,3
313,573,V,WiscMilwaukee,30,43,73,138,140,140,0.5
313,574,H,TCU,38,45,83,4,3.5,-160,75.5
313,575,V,WashingtonState,35,54,89,147.5,149,200,79
313,576,H,SanFrancisco,34,41,75,5.5,5.5,-250,4
313,581,V,RobertMorris,27,40,67,129,131,160,70
313,582,H,IndianaState,36,24,60,4.5,4,-185,0.5
313,583,V,TennesseeState,21,39,60,127,129,170,67.5
313,584,H,Mercer,19,49,68,6,4,-200,4
313,585,V,CoastalCarolina,36,30,66,129,133.5,520,73
313,586,H,OldDominion,37,31,68,10.5,11,-770,6
313,587,V,TennesseeTech,21,22,43,133,138,400,73
313,588,H,GeorgiaState,42,32,74,9.5,9,-500,0
313,589,V,McNeeseState,34,29,63,137.5,143,165,76
313,590,H,Toledo,36,40,76,5.5,4,-190,2
313,591,V,UtahValley,29,40,69,138.5,145.5,495,75.5
313,592,H,WeberState,29,43,72,13,11,-720,6.5
314,593,V,Manhattan,37,52,89,1.5,2,-135,76.5
314,594,H,AlbanyNY,30,49,79,143.5,144,115,1
314,595,V,Yale,39,17,56,124.5,127.5,330,69.5
314,596,H,Fairfield,26,42,68,8.5,8.5,-420,8
314,597,V,BowlingGreen,31,38,69,152,154,150,80
314,598,H,Oakland,36,50,86,4,3.5,-170,1
314,625,N,Lamar,21,38,59,3.5,2,-130,3
314,626,N,Vermont,30,41,71,129.5,129,110,68.5
314,627,N,SouthFlorida,36,29,65,115,114,140,61.5
314,628,N,California,13,41,54,2.5,3,-160,6.5
314,629,V,Minnesota,40,30,70,136.5,141,120,77
314,630,H,LaSalle,37,24,61,3,2,-140,1.5
314,631,V,CentralFlorida,24,32,56,123,124.5,250,67
314,632,H,Drexel,37,44,81,7,7,-300,0
314,633,V,NorthernIowa,22,45,67,130.5,130.5,245,69
314,634,H,StJosephs,24,41,65,6.5,6.5,-290,3.5
314,635,V,Valparaiso,23,27,50,134.5,136.5,425,70
314,636,H,MiamiFlorida,24,42,66,11,10,-550,5.5
314,637,V,Bucknell,32,33,65,131.5,132,350,70.5
314,638,H,Arizona,26,28,54,8.5,8.5,-450,8
314,639,V,Nevada,29,39,68,137,138.5,240,72.5
314,640,H,OralRoberts,30,29,59,5,6.5,-280,4
314,641,V,IllinoisState,44,40,96,130,133,250,74.5
314,642,H,Mississippi,32,52,93,6.5,6.5,-300,7
314,649,V,Wofford,23,40,63,128,130,650,69.5
314,650,H,Pittsburgh,42,39,81,14,12,-900,2.5
314,651,V,Quinnipiac,30,33,63,128.5,130.5,170,69
314,652,H,Pennsylvania,34,40,74,4.5,4.5,-200,1
314,653,V,Delaware,23,35,58,132.5,136,425,72.5
314,654,H,Butler,31,44,75,9,10,-550,4
314,655,V,NDakotaSt,37,38,75,123.5,124.5,425,69.5
314,656,H,Wyoming,37,41,78,10,9.5,-550,6
314,657,V,WesternIllinois,34,25,59,129,129.5,500,71
314,658,H,OregonState,44,36,80,11,11,-700,4
314,661,V,Buffalo,37,41,78,2.5,2,-135,73.5
314,662,H,American,28,33,61,133,137,115,1.5
314,663,V,NorthDakota,26,38,64,131.5,134,475,69.5
314,664,H,Drake,24,46,70,13.5,10.5,-650,7
314,665,V,Rice,33,35,68,1,1,-103,0
314,666,H,ULLafayette,32,31,63,139,140.5,-107,74.5
314,667,V,CalSantaBarb,30,53,83,1.5,1.5,-125,4
314,668,H,IdahoU,43,43,86,135,136,113,73.5
314,669,V,CSBakersfield,25,44,69,130,132.5,460,71.5
314,670,H,UtahState,37,38,75,11,10.5,-620,3
314,671,V,CSFullerton,41,38,79,146.5,147.5,250,81.5
314,672,H,LoyolaMarymount,45,43,88,5.5,7,-300,3
315,711,N,NCAsheville,34,31,65,144,148,1265,76.5
315,712,N,Syracuse,30,42,72,17,15.5,-1965,11
315,713,N,SouthernMiss,27,37,64,134,136,190,71.5
315,714,N,KansasState,30,40,70,7,5.5,-230,2.5
315,715,N,LoyolaMaryland,31,28,59,132,131.5,2005,71.5
315,716,N,OhioState,42,36,78,18,17.5,-4405,7.5
315,717,N,WestVirginia,22,32,54,131,1.5,-130,5.5
315,718,N,Gonzaga,40,37,77,0,133,110,72
315,719,N,WesternKentucky,26,40,66,134.5,136.5,7255,72
315,720,N,Kentucky,45,36,81,24,26.5,-21255,10
315,721,N,Connecticut,32,32,64,134,2,-130,3.5
315,722,N,IowaState,42,35,77,1,137,110,74.5
315,723,N,BYU,34,34,68,153,154,210,1.5
315,724,N,Marquette,49,39,88,5,5,-260,83
315,725,N,ColoradoState,24,17,41,136.5,138,190,72
315,726,N,MurrayState,23,35,58,1.5,5,-230,3.5
315,727,N,SouthDakotaState,28,32,60,139,140.5,310,74.5
315,728,N,Baylor,36,32,68,8,7.5,-380,3
315,729,N,Colorado,36,32,68,133.5,136.5,220,73
315,730,N,UNLV,25,39,64,3.5,5.5,-270,6
315,731,N,Harvard,23,47,70,123.5,124,215,66
315,732,N,Vanderbilt,33,46,79,7,5.5,-265,0.5
315,733,N,Montana,29,20,49,115,117,350,65
315,734,N,Wisconsin,39,34,73,10,8.5,-450,2.5
315,735,N,VaCommonwealth,34,28,62,134.5,137.5,285,75
315,736,N,WichitaState,25,34,59,6.5,7.5,-355,6.5
315,737,N,NewMexicoState,28,38,66,151,155.5,225,79.5
315,738,N,IndianaU,35,44,79,6.5,6,-285,1.5
315,739,N,LongBeachState,29,39,68,133,138.5,170,73.5
315,740,N,NewMexico,33,42,75,4.5,4.5,-200,1.5
315,741,N,Davidson,25,37,62,135,139.5,215,72.5
315,742,N,Louisville,33,36,69,7.5,5.5,-265,1
315,751,V,KentState,22,36,58,142.5,2,-130,4.5
315,752,H,USCUpstate,40,33,73,0,144,110,76
316,823,N,Lehigh,28,47,75,147,148.5,555,77
316,824,N,Duke,30,40,70,12,11,-855,6.5
316,825,N,Xavier,31,36,67,126,123.5,115,67
316,826,N,NotreDame,33,30,63,2.5,2,-135,0.5
316,827,N,Vermont,25,33,58,144,144,1305,74.5
316,828,N,NorthCarolina,37,40,77,16.5,15.5,-2105,6
316,829,N,Alabama,30,27,57,132,136.5,100,71.5
316,830,N,Creighton,23,35,58,0,1,-120,2.5
