Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
107,911,V,SEMissouriSt,36,39,75,144,148,950,79
107,912,H,Belmont,36,51,87,15,15.5,-1800,9.5
107,913,V,MurrayState,28,39,67,3.5,4,-180,3
107,914,H,TennesseeTech,29,42,71,148.5,148,160,76
107,915,V,TennMartin,30,35,65,141,140.5,250,73.5
107,916,H,TennesseeState,26,50,76,8.5,7,-300,6
107,917,V,NorthernArizona,30,49,79,143.5,146,500,78.5
107,918,H,NorthernColorado,40,43,83,13,11.5,-700,3.5
107,921,V,MontanaState,33,37,81,148,147,150,78
107,922,H,IdahoU,32,38,83,5,3.5,-170,2
107,923,V,SacramentoState,34,42,76,148,150,425,78.5
107,924,H,PortlandState,35,48,83,11,9.5,-550,5
108,517,V,Richmond,40,37,77,144,141.5,240,75.5
108,518,H,GeoWashington,29,41,70,4.5,6,-280,7
108,519,V,DetroitU,33,41,74,150,152,1300,80.5
108,520,H,Valparaiso,39,42,81,18,17.5,-2150,8.5
108,521,V,Wisconsin,23,32,55,138,137.5,125,2
108,522,H,Purdue,29,37,66,3,2.5,-145,72
108,523,V,Davidson,47,30,77,14.5,16,-1600,5.5
108,524,H,SaintLouis,28,38,66,136.5,137.5,900,73.5
108,525,V,Rutgers,32,30,62,147,145.5,425,76.5
108,526,H,Iowa,32,36,68,9.5,10,-550,6
108,527,V,Northwestern,33,41,74,1,137,-110,1.5
108,528,H,Nebraska,37,29,66,134,0,-110,73
108,529,V,MemphisU,36,44,80,12,11.5,-750,3.5
108,530,H,Tulane,26,33,59,148,149.5,525,77.5
108,531,V,WichitaState,39,41,80,10,10.5,-550,4.5
108,532,H,NorthernIowa,32,34,66,130.5,130.5,425,71
108,533,V,Evansville,34,42,76,3,3.5,-170,3.5
108,534,H,Drake,38,50,88,141,142.5,150,76.5
108,535,V,Oakland,31,27,58,9,9,-450,7.5
108,536,H,IllinoisChicago,37,20,57,154,152.5,375,81
108,537,V,CentralFlorida,18,31,49,113,118,105,3
108,538,H,Connecticut,35,29,64,1.5,1.5,-125,63.5
108,539,V,OhioState,27,41,68,138.5,139.5,200,0
108,540,H,Minnesota,38,40,78,7,5.5,-240,75
108,541,V,WakeForest,29,33,62,131,131,575,69
108,542,H,Virginia,28,51,79,10.5,12.5,-850,8
108,543,V,Stanford,30,45,75,162,158.5,2125,82
108,544,H,UCLA,48,41,89,20,21,-4250,7.5
108,545,V,California,36,38,74,138,139.5,105,74.5
108,546,H,USC,36,37,73,3,1.5,-125,0.5
108,547,V,Marist,30,34,64,157,154.5,1200,79.5
108,548,H,Monmouth,33,38,71,16.5,17,-3000,9
108,549,V,Niagara,41,37,78,146,148,350,81.5
108,550,H,Rider,44,45,89,7,8.5,-420,4.5
108,551,V,Canisius,40,35,75,159.5,161.5,180,1
108,552,H,Iona,53,45,98,5.5,5,-210,87.5
108,553,V,Wofford,24,58,89,147.5,148,160,1
108,554,H,Samford,37,45,91,3.5,4,-180,77.5
108,555,V,NCState,23,33,56,163.5,164,700,86.5
108,556,H,NorthCarolina,56,51,107,13,13,-1100,2.5
109,707,V,StJohns,37,18,55,155.5,157,220,84.5
109,708,H,Georgetown,44,39,83,7.5,6.5,-260,2
109,709,V,Troy,45,35,80,145.5,145,250,79
109,710,H,GeorgiaState,39,38,77,6,6.5,-300,5
109,711,V,ArkansasLR,27,36,63,135,136.5,105,2.5
109,712,H,CoastalCarolina,38,28,66,2,1.5,-125,74.5
109,713,V,ArkansasState,32,25,57,6,4,-185,2
109,714,H,AppalachianSt,30,40,70,145,147,165,75.5
109,715,V,SouthAlabama,30,38,79,146.5,150.5,290,78
109,716,H,GeorgiaSouthern,31,37,84,8.5,8,-350,4.5
109,717,V,Quinnipiac,24,30,54,135,137,240,72
109,718,H,StPeters,30,28,58,7.5,6.5,-280,2
110,519,V,Baylor,32,36,68,139,138,210,75.5
110,520,H,WestVirginia,39,50,89,6,5.5,-250,1
110,521,V,Syracuse,31,42,73,151.5,149,145,79.5
110,522,H,VirginiaTech,37,46,83,4,3.5,-165,0
110,523,V,MiamiOhio,26,48,74,146,147.5,320,79
110,524,H,BallState,43,42,85,7,7.5,-380,0
110,525,V,GeorgeMason,31,44,75,144,141,160,73
110,526,H,StJosephs,32,35,67,3.5,4,-180,2
110,527,V,Akron,49,40,89,2,3.5,-175,90.5
110,528,H,CentralMichigan,41,44,85,170,169,155,0
110,529,V,Ohio,28,46,74,2,1.5,-125,4
110,530,H,Buffalo,42,30,72,151,152,105,81
110,531,V,Toledo,37,37,74,4,5,-210,4
110,532,H,WesternMichigan,42,48,90,153,153,180,82.5
110,533,V,EasternMichigan,36,45,81,1.5,4,-185,0.5
110,534,H,BowlingGreen,29,24,53,153.5,154,165,80
110,535,V,NorthernIllinois,24,40,74,139,140,190,74.5
110,536,H,KentState,36,28,70,4.5,5,-220,0
110,537,V,Kentucky,45,42,87,11,12,-900,6.5
110,538,H,Vanderbilt,41,40,81,160,157.5,600,85.5
110,539,V,Auburn,34,43,77,1,1,-115,80.5
110,540,H,Missouri,35,37,72,148.5,152,-105,0
110,541,V,Xavier,28,26,54,143,145,320,77
110,542,H,Villanova,34,45,79,7,8,-380,3
110,543,V,Duke,37,35,72,157,158.5,105,85.5
110,544,H,FloridaState,41,47,88,1,1.5,-125,0
110,545,V,NorthernKentucky,42,29,71,154.5,159,165,85
110,546,H,WiscGreenBay,32,48,80,3,4,-185,4.5
110,547,V,IndianaU,38,34,72,151,1.5,-125,2
110,548,H,Maryland,39,36,75,1,148,105,81
110,549,V,Kansas,27,54,81,10,12,-1100,10.5
110,550,H,Oklahoma,36,34,70,157,152,700,79
110,551,V,Providence,35,28,63,4.5,5.5,-245,0.5
110,552,H,Depaul,26,38,64,136.5,140,205,73.5
110,553,V,Florida,38,42,80,6,6,-265,1.5
110,554,H,Alabama,31,36,67,130.5,131.5,225,73.5
110,555,V,MississippiSt,40,44,84,151,150,450,80.5
110,556,H,Arkansas,34,44,78,10.5,10,-600,8
110,557,V,UNLV,31,40,71,151.5,150.5,500,79
110,558,H,NewMexico,37,29,66,10.5,11,-700,5
110,559,V,KansasState,31,34,65,130,132.5,165,70
110,560,H,TexasTech,28,38,66,4.5,4,-185,4
110,561,V,SanJoseState,23,38,61,130,130,700,70.5
110,562,H,SanDiegoState,42,34,76,13,13.5,-1100,3
110,563,V,Canisius,46,40,86,164.5,165,135,87
110,564,H,Fairfield,31,41,72,4,3,-155,5
110,565,V,Niagara,36,33,69,147,148,210,76.5
110,566,H,Manhattan,32,46,78,5,5.5,-250,5.5
110,567,V,TennesseeTech,34,44,78,142,141,135,2
110,568,H,SEMissouriSt,46,37,83,2.5,3,-155,78
111,713,V,GeoWashington,27,28,55,142,141,550,75.5
111,714,H,VaCommonwealth,41,44,85,10.5,12,-800,2.5
111,715,V,HoustonU,47,27,74,7.5,8.5,-410,69.5
111,716,H,EastCarolina,25,33,58,127.5,127,340,0
111,717,V,SouthCarolina,27,43,70,1,2.5,-145,73
111,718,H,Tennessee,21,39,60,138,140.5,125,0.5
111,719,V,Georgia,30,39,69,149,148.5,125,76.5
111,720,H,Mississippi,18,29,47,2,2.5,-145,3.5
111,721,V,Tulane,40,42,82,141,139.5,150,76.5
111,722,H,SouthFlorida,38,29,67,6.5,3.5,-170,1.5
111,723,V,LoyolaChicago,35,40,75,149,142.5,850,76.5
111,724,H,WichitaState,49,38,87,16,15.5,-1500,5
111,725,V,SaintLouis,36,30,66,134,135.5,450,73.5
111,726,H,Duquesne,34,39,73,10.5,10,-600,7
111,727,V,Minnesota,17,30,47,139,140,150,3.5
111,728,H,MichiganState,39,26,65,3.5,3.5,-170,72.5
111,729,V,Dayton,27,28,55,7,6.5,-280,6
111,730,H,Massachusetts,34,33,67,144.5,144.5,240,76
111,731,V,StBonaventure,30,31,61,160,154,175,78.5
111,732,H,Richmond,27,51,78,3.5,4.5,-200,2.5
111,733,V,Fordham,28,32,60,141,139.5,900,73
111,734,H,Davidson,25,29,54,15.5,14.5,-1600,10.5
111,735,V,Pittsburgh,26,54,80,141,141,500,75.5
111,736,H,Louisville,47,38,85,12,11,-700,1.5
111,737,V,SetonHall,30,47,86,156,151.5,200,78
111,738,H,Marquette,35,42,89,4.5,5.5,-240,1.5
111,739,V,NorthCarolina,49,44,93,8,9,-450,1.5
111,740,H,WakeForest,34,53,87,165,163.5,375,86
111,741,V,MemphisU,36,35,71,2.5,4.5,-200,4.5
111,742,H,Tulsa,43,38,81,141,141.5,175,78
111,743,V,TCU,38,26,64,136,137.5,110,74
111,744,H,Texas,36,25,61,0,1.5,-130,0.5
111,745,V,IllinoisState,29,31,60,7,4,-180,3.5
111,746,H,SouthernIllinois,33,20,53,131.5,133,160,70
111,747,V,Evansville,16,35,51,136.5,134.5,270,69
111,748,H,MissouriSt,22,33,55,6,7.5,-330,3
111,749,V,IndianaState,33,37,70,1.5,1.5,-125,2.5
111,750,H,Drake,42,45,87,152,149.5,105,79
111,751,V,LSU,27,35,62,151.5,149,600,79.5
111,752,H,TexasA&M,43,49,92,10,12,-900,2.5
111,753,V,NorthernIowa,27,34,61,3.5,2,-135,4
111,754,H,Bradley,42,30,72,125,124.5,115,69
111,755,V,Michigan,36,33,69,2.5,2,-130,4
111,756,H,Illinois,49,36,85,137,136.5,110,74
111,757,V,UtahState,39,48,87,152,154.5,190,1
111,758,H,Wyoming,57,38,95,5,5,-220,84.5
111,759,V,Butler,27,37,64,153,154,225,2.5
111,760,H,Creighton,47,28,75,4,5.5,-265,81
111,761,V,NCState,32,34,66,6,5.5,-240,4.5
111,762,H,BostonCollege,34,40,74,162,161,200,84.5
111,763,V,Temple,28,31,59,126,128.5,105,2.5
111,764,H,Connecticut,39,34,73,3.5,1.5,-125,69.5
111,765,V,IowaState,47,49,96,158,158,155,85.5
111,766,H,OklahomaState,46,40,86,0,3.5,-175,3
111,767,V,FresnoState,33,39,72,2,1.5,-130,2
111,768,H,AirForce,37,44,81,148,146,110,78
111,769,V,CSNorthridge,32,57,89,158,156,230,80.5
111,770,H,LongBeachState,35,47,82,6,6.5,-270,3.5
111,771,V,TheCitadel,38,35,73,178,178,6500,92
111,772,H,TennesseeChat,46,37,83,27,26.5,-16500,13
111,773,V,NebraskaOmaha,40,39,79,171,166.5,185,86
111,774,H,IUPUI,32,39,71,5.5,5,-215,5
111,775,V,NorthDakotaState,41,29,70,138.5,2,-130,74
111,776,H,SouthDakota,28,41,69,1,136,110,2.5
111,777,V,Mercer,30,38,68,145,144,150,75.5
111,778,H,Samford,31,34,65,4.5,3.5,-170,2
111,779,V,WesternIllinois,37,33,70,142.5,141.5,270,78
111,780,H,DenverU,43,41,84,7.5,7.5,-330,3
112,513,V,LaSalle,43,44,87,151,145.5,650,77
112,514,H,RhodeIsland,22,53,75,11,12.5,-1000,11
112,515,V,Clemson,30,33,63,9.5,10,-550,7
112,516,H,GeorgiaTech,32,43,75,133.5,133,425,72
112,517,V,NotreDame,28,39,67,140,139,155,71.5
112,518,H,MiamiFlorida,28,34,62,2.5,3.5,-175,2.5
112,519,V,CollCharleston,24,29,53,4.5,4.5,-230,4.5
112,520,H,JamesMadison,31,20,51,113.5,118,195,64.5
112,521,V,Drexel,32,43,75,147.5,146.5,425,77.5
112,522,H,Northeastern,38,54,92,11.5,10,-550,4.5
112,523,V,OhioState,27,39,66,133,134,500,73
112,524,H,Wisconsin,45,44,89,11,10.5,-700,1
112,525,V,SouthernMiss,24,26,50,118.5,119,700,63
112,526,H,OldDominion,25,29,54,17.5,13.5,-1100,8
112,527,V,Delaware,28,28,56,129,133,500,72
112,528,H,Towson,36,47,83,10.5,11,-700,6
112,529,V,Hofstra,34,46,80,153,152,125,3
112,530,H,Elon,50,46,96,3,2.5,-145,83
112,531,V,William&Mary,36,41,77,164,162.5,575,86.5
112,532,H,NCWilmington,47,54,101,12.5,11.5,-850,3.5
112,533,V,LouisianaTech,45,34,79,3,4,-185,82
112,534,H,CharlotteU,31,42,73,156.5,156.5,165,2
112,535,V,IllinoisChicago,20,39,59,140.5,138,200,72.5
112,536,H,ClevelandState,23,31,54,3.5,5.5,-240,3
112,537,V,Valparaiso,41,37,78,9,9.5,-500,2.5
112,538,H,YoungstownState,30,32,62,157.5,156.5,400,81.5
112,539,V,Marshall,29,28,57,166.5,164,390,84.5
112,540,H,MiddleTennSt,37,32,69,7.5,9,-480,3
112,541,V,WrightState,30,31,61,152,154.5,220,80.5
112,542,H,WiscGreenBay,35,43,78,4.5,5.5,-260,2
112,543,V,FlaAtlantic,33,30,63,133.5,136.5,115,73
112,544,H,TexSanAntonio,28,40,68,3,1.5,-135,2
112,545,V,WesternKentucky,20,34,54,139.5,138,300,71.5
112,546,H,UAB,30,42,72,8.5,8.5,-360,2
112,547,V,NorthernKentucky,30,28,58,4,4,-175,3
112,548,H,WiscMilwaukee,30,38,68,134.5,134.5,155,71.5
112,549,V,FloridaIntl,33,33,87,132.5,132.5,125,70.5
112,550,H,UTEP,30,36,88,1,2.5,-145,2.5
112,551,V,LoyolaMarymount,35,20,55,143,146,1875,82
112,552,H,Gonzaga,46,47,93,21,19.5,-3750,7.5
112,553,V,SMU,27,37,64,126.5,126.5,190,68
112,554,H,Cincinnati,34,32,66,6,5,-230,1
112,555,V,SanFrancisco,32,43,75,163.5,163.5,650,83.5
112,556,H,BYU,38,47,85,13.5,12,-1000,5.5
112,557,V,ArizonaState,25,50,75,151,152.5,1250,80
112,558,H,Arizona,45,46,91,16.5,16,-2000,4.5
112,559,V,Purdue,47,31,78,6,6.5,-310,1
112,560,H,Iowa,38,45,83,157.5,153.5,260,84
112,561,V,Northwestern,25,44,69,7,6.5,-270,5.5
112,562,H,Rutgers,28,32,60,131.5,132.5,230,68
112,563,V,WashingtonU,28,31,59,150.5,152.5,600,78.5
112,564,H,California,34,35,69,11,12,-900,6
112,565,V,USC,31,33,64,152.5,148.5,180,1
112,566,H,Utah,44,42,86,4.5,5,-210,79.5
112,567,V,CSFullerton,37,50,87,137.5,136.5,130,74
112,568,H,CalPolySLO,33,41,74,4.5,2.5,-150,2.5
112,569,V,CalIrvine,32,34,66,6.5,8.5,-400,3
112,570,H,CalSantaBarb,25,37,62,131,134,330,70
112,571,V,SantaClara,35,24,59,2,3,-160,68
112,572,H,SanDiego,29,28,57,128.5,127,140,0.5
112,573,V,Pepperdine,41,33,74,138.5,135,195,75
112,574,H,Pacific,43,36,79,5.5,5.5,-230,3
112,575,V,SaintMarysCA,37,37,74,14,12.5,-1000,2.5
112,576,H,PortlandU,9,24,33,128.5,132.5,650,69.5
112,577,V,UCDavis,15,40,55,2,3.5,-175,3.5
112,578,H,CalRiverside,21,40,61,135,133.5,155,69
112,579,V,WashingtonState,23,31,54,142,141,210,1
112,580,H,Stanford,48,36,84,7.5,6.5,-250,75
112,581,V,UCLA,51,53,104,7,5.5,-250,1.5
112,582,H,Colorado,45,44,89,160.5,160.5,210,87.5
112,583,V,TennesseeState,32,31,63,4.5,4,-175,1
112,584,H,EasternKentucky,26,23,49,137,134,155,71.5
112,585,V,WesternCarolina,38,40,78,131.5,133,165,73.5
112,586,H,VMI,40,39,79,2,4,-185,2
112,587,V,NCGreensboro,43,40,83,141.5,145,450,78.5
112,588,H,ETennesseeSt,37,42,79,12,10,-600,8
112,589,V,Belmont,43,41,84,4,4.5,-200,2.5
112,590,H,MoreheadState,42,36,78,152,154,175,83.5
112,591,V,Quinnipiac,30,44,74,152,152,270,80
112,592,H,Siena,44,37,81,8.5,7,-330,0
112,593,V,MurrayState,41,42,83,147,1,-120,81
112,594,H,EasternIllinois,39,33,72,3,148.5,100,0
112,595,V,SouthDakotaState,49,39,88,154,151,190,82.5
112,596,H,OralRoberts,50,44,94,5.5,5,-220,3.5
112,597,V,SacramentoState,44,44,88,156,153,120,82.5
112,598,H,SouthernUtah,38,45,83,3,2,-140,3
112,601,V,AustinPeay,35,35,83,156.5,152.5,110,78.5
112,602,H,SIUEdwardsville,25,45,81,3.5,2,-130,3.5
112,603,V,IdahoU,30,36,66,133,132.5,450,73
112,604,H,WeberState,45,46,91,9.5,10.5,-600,2.5
112,605,V,NorthDakota,38,52,90,163,160,110,85.5
112,606,H,MontanaState,42,43,85,1,2,-130,0
112,607,V,NorthernColorado,30,38,68,142.5,144,425,79
112,608,H,Montana,50,39,89,9,10,-550,1.5
112,609,V,EWashington,44,48,92,2.5,3.5,-170,1.5
112,610,H,IdahoState,42,43,85,140.5,143,150,79.5
113,719,V,DetroitU,42,51,93,153,154,1440,86.5
113,720,H,Oakland,51,37,88,18,18.5,-2700,8.5
113,721,V,Brown,29,37,66,153,150,1000,78.5
113,722,H,Princeton,46,51,97,17,16,-2000,5
113,723,V,Yale,34,34,68,134.5,1,-120,73.5
113,724,H,Pennsylvania,32,28,60,2.5,137,100,0
113,725,V,Rider,34,39,73,149,1.5,-125,78.5
113,726,H,Manhattan,32,44,76,2,151,105,0
113,727,V,Toledo,35,53,88,174,2.5,-145,4
113,728,H,CentralMichigan,45,51,96,0,175,125,92
114,511,V,Dayton,39,37,76,11,9.5,-550,2.5
114,512,H,Duquesne,26,31,57,142.5,144.5,425,76
114,513,V,Duke,30,39,69,145.5,146.5,150,76.5
114,514,H,Louisville,34,44,78,3.5,3.5,-170,0.5
114,515,V,Virginia,36,41,77,1.5,1.5,-125,1.5
114,516,H,Clemson,36,37,73,124,124,105,69
114,517,V,SetonHall,28,33,61,1,1.5,-125,2
114,518,H,Providence,34,31,65,137,137.5,105,74
114,519,V,Connecticut,33,36,69,130,132.5,270,71.5
114,520,H,Georgetown,27,45,72,8,7.5,-330,5
114,521,V,Villanova,35,35,70,13.5,12.5,-1000,6.5
114,522,H,StJohns,29,28,57,150.5,150,650,79
114,523,V,MiamiFlorida,36,36,72,141,141,125,76
114,524,H,Pittsburgh,27,19,46,2.5,2.5,-145,3.5
114,525,V,Minnesota,32,18,50,142.5,1,-115,74.5
114,526,H,PennState,22,30,52,0,143,-105,2.5
114,527,V,NorthernIllinois,31,38,69,137.5,137.5,100,72.5
114,528,H,BowlingGreen,25,27,52,0,1,-120,1.5
114,529,V,Georgia,33,34,76,141.5,139.5,650,75
114,530,H,Florida,32,35,80,9.5,12,-1000,8
114,531,V,Richmond,41,29,70,146,143.5,115,76.5
114,532,H,StJosephs,28,38,66,0,2,-135,4.5
114,533,V,TexasA&M,24,35,59,139,2.5,-145,2
114,534,H,MississippiSt,25,42,67,1,137.5,125,72.5
114,535,V,Bradley,22,49,71,138.5,138.5,290,1
114,536,H,IndianaState,44,37,81,7,7.5,-350,73
114,539,V,KentState,41,47,88,151,151,100,83
114,540,H,WesternMichigan,44,48,92,2,1.5,-120,0.5
114,541,V,BallState,43,49,92,152,153.5,220,83.5
114,542,H,Buffalo,34,43,77,6.5,6,-260,6
114,543,V,SouthernIllinois,33,40,73,130,131,145,71.5
114,544,H,Evansville,31,30,61,3.5,3.5,-165,3
114,545,V,NewMexico,44,40,84,146,146,160,79.5
114,546,H,ColoradoState,34,37,71,4,4,-180,5
114,547,V,VaCommonwealth,26,37,63,2,3,-160,2.5
114,548,H,Davidson,29,40,69,147,146.5,140,75.5
114,549,V,Depaul,31,27,58,155.5,152,1000,80
114,550,H,Marquette,52,31,83,16.5,15,-2000,4.5
114,551,V,Hofstra,40,36,76,164,164.5,800,86.5
114,552,H,NCWilmington,42,42,84,14.5,13.5,-1400,8
114,553,V,Marshall,31,47,78,166,164.5,160,84
114,554,H,UAB,34,60,94,1.5,4,-180,2
114,555,V,OklahomaState,40,40,80,174.5,169.5,900,89.5
114,556,H,Kansas,36,51,87,13.5,14,-1600,10
114,557,V,Nebraska,36,49,85,136,131,375,73
114,558,H,Michigan,40,51,91,8,9,-450,4
114,559,V,NotreDame,39,37,76,156,155.5,100,81
114,560,H,VirginiaTech,31,40,71,1.5,1.5,-120,2.5
114,561,V,Xavier,31,47,78,142,145.5,160,74.5
114,562,H,Butler,25,58,83,5,4,-180,3.5
114,563,V,Northeastern,29,38,67,141.5,140.5,135,1.5
114,564,H,Towson,39,35,74,0,3,-155,73.5
114,565,V,FloridaState,41,42,83,164.5,164.5,340,88.5
114,566,H,NorthCarolina,50,46,96,7.5,8.5,-410,2.5
114,567,V,SaintLouis,31,32,63,135,134.5,800,71.5
114,568,H,GeorgeMason,18,38,56,15,13.5,-1400,11.5
114,569,V,WrightState,28,42,70,133,132.5,-110,0.5
114,570,H,WiscMilwaukee,31,36,67,0,0,-110,71
114,571,V,NorthTexas,39,40,79,150.5,151,700,80
114,572,H,Rice,37,64,101,13,12.5,-1100,9
114,573,V,Valparaiso,34,44,78,5.5,5.5,-240,1.5
114,574,H,ClevelandState,28,39,67,134.5,134,200,73
114,575,V,Alabama,28,53,81,2,3.5,-165,3
114,576,H,LSU,33,33,66,147,146,145,76.5
114,577,V,EasternMichigan,19,34,53,148,147.5,290,73
114,578,H,Ohio,26,23,49,6.5,8,-350,2.5
114,579,V,Akron,42,32,74,8,8,-340,5
114,580,H,MiamiOhio,41,29,70,148,149,280,82
114,581,V,William&Mary,33,34,67,137.5,137,200,75
114,582,H,CollCharleston,35,42,77,7.5,6,-240,3.5
114,583,V,WashingtonState,29,25,54,135.5,135.5,1100,71.5
114,584,H,California,28,30,58,17,16,-2500,10
114,585,V,Auburn,39,33,72,171.5,172,3375,89.5
114,586,H,Kentucky,51,41,92,23.5,24.5,-8000,11
114,587,V,TexasState,23,37,67,131,131.5,170,68.5
114,588,H,SouthAlabama,18,42,72,4.5,4.5,-190,3.5
114,589,V,HoustonU,29,41,70,125,2,-135,2.5
114,590,H,CentralFlorida,34,43,77,0,125.5,115,68.5
114,591,V,Delaware,26,34,60,141.5,140.5,220,74.5
114,592,H,Drexel,37,39,76,7,6,-260,0
114,593,V,WestVirginia,39,35,74,10.5,11.5,-700,6
114,594,H,Texas,34,38,72,145.5,144.5,500,76.5
114,595,V,Elon,35,24,59,1,137.5,115,73.5
114,596,H,JamesMadison,30,30,60,131.5,2,-135,2
114,597,V,BostonCollege,22,31,53,145.5,145.5,650,75.5
114,598,H,Syracuse,35,41,76,13.5,12.5,-1000,4
114,599,V,FloridaIntl,24,31,55,128.5,129.5,175,69
114,600,H,TexSanAntonio,34,23,57,3.5,4.5,-200,0
114,601,V,Tulsa,37,33,70,141.5,141,240,76
114,602,H,Temple,34,34,68,5.5,6.5,-280,5
114,603,V,SanJoseState,45,44,89,148.5,146.5,175,80.5
114,604,H,AirForce,42,43,85,4,4.5,-200,4
114,605,V,Columbia,37,42,79,153.5,152.5,100,80.5
114,606,H,Cornell,32,43,75,2.5,1,-120,2
114,607,V,Baylor,31,46,77,129.5,128.5,100,69
114,608,H,KansasState,30,38,68,0,1,-120,1
114,609,V,Fordham,32,21,53,144,138.5,320,74
114,610,H,StBonaventure,38,35,73,8.5,8,-380,3.5
114,611,V,AppalachianSt,33,40,73,146,146,200,79.5
114,612,H,CoastalCarolina,44,41,85,7,5.5,-240,0
114,613,V,GeorgiaState,26,33,73,136.5,2.5,-145,1.5
114,614,H,ULMonroe,28,31,65,0,137.5,125,70.5
114,615,V,UTArlington,36,35,71,6,5,-210,5
114,616,H,Troy,46,47,93,153.5,153.5,180,82
114,617,V,IowaState,41,36,77,139,143,105,78.5
114,618,H,TCU,44,40,84,1,1.5,-125,0.5
114,619,V,Maryland,27,35,62,143.5,143.5,160,74
114,620,H,Illinois,32,24,56,1.5,4,-180,0.5
114,621,V,SouthFlorida,22,34,56,142.5,140.5,1500,73
114,622,H,MemphisU,30,32,62,17.5,18,-3000,8
114,623,V,Missouri,36,37,73,148.5,152.5,900,82
114,624,H,Arkansas,50,42,92,14.5,14.5,-1600,4.5
114,625,V,Nevada,39,50,89,1,164.5,-110,85
114,626,H,Wyoming,31,43,74,162.5,0,-110,2
114,627,V,Mississippi,20,36,56,138,135,700,71.5
114,628,H,SouthCarolina,34,33,67,12.5,12,-1100,3
114,629,V,LouisianaTech,35,40,75,119.5,122.5,105,68.5
114,630,H,OldDominion,28,35,63,4,1.5,-125,2
114,631,V,BoiseState,29,51,80,2,146.5,-110,4
114,632,H,FresnoState,51,38,89,146,0,-110,78.5
114,633,V,ArkansasState,31,46,77,132.5,135,100,3
114,634,H,ArkansasLR,43,29,72,0,1,-120,74.5
114,635,V,UCLA,42,41,83,4,3,-150,1
114,636,H,Utah,40,42,82,170,165,130,85.5
114,637,V,SouthernMiss,32,34,66,150,147.5,375,78.5
114,638,H,CharlotteU,41,41,82,10,9,-450,3
114,639,V,IllinoisChicago,30,46,92,156.5,155.5,-110,80
114,640,H,YoungstownState,27,49,89,0,0,-110,0.5
114,641,V,Yale,22,36,58,140,140,230,71.5
114,642,H,Princeton,24,42,66,5,6.5,-270,4.5
114,643,V,Brown,36,46,82,144,144,425,77
114,644,H,Pennsylvania,31,39,70,10.5,9.5,-550,7.5
114,645,V,WashingtonU,24,45,69,156.5,152.5,220,2.5
114,646,H,Stanford,43,33,76,5.5,5.5,-260,78.5
114,647,V,WichitaState,27,35,62,2.5,3,-150,4.5
114,648,H,IllinoisState,36,40,76,139,138,130,73
114,649,V,WesternKentucky,32,44,76,135.5,134,900,73.5
114,650,H,MiddleTennSt,46,45,91,15.5,14.5,-1600,4.5
114,651,V,SantaClara,25,50,75,4,3,-160,2
114,652,H,Pepperdine,24,37,61,134,134,140,70.5
114,653,V,GeorgiaSouthern,30,51,81,159,161,350,83.5
114,654,H,ULLafayette,36,40,76,6.5,9,-420,3.5
114,655,V,Tennessee,39,48,87,148,149,220,79
114,656,H,Vanderbilt,34,41,75,4.5,6,-260,4.5
114,657,V,TexasTech,35,40,75,1,139.5,105,1
114,658,H,Oklahoma,41,43,84,138.5,1.5,-125,76
114,659,V,FlaAtlantic,23,32,65,137.5,138.5,105,72
114,660,H,UTEP,26,29,66,0,1.5,-125,0
114,661,V,BYU,32,43,75,11.5,10.5,-650,7
114,662,H,SanDiego,34,54,88,152.5,151.5,475,78.5
114,663,V,CalPolySLO,35,18,53,133,133,100,70.5
114,664,H,CalSantaBarb,24,34,58,2,1,-120,3
114,665,V,Pacific,18,33,51,141,142,350,0.5
114,666,H,SanFrancisco,43,29,72,7.5,8.5,-420,75
114,667,V,UtahState,34,21,55,136.5,136.5,375,74.5
114,668,H,SanDiegoState,41,33,74,9,9,-450,3
114,669,V,LoyolaMarymount,35,44,79,1.5,1.5,-125,1.5
114,670,H,PortlandU,35,43,78,138,137.5,105,74.5
114,671,V,SaintMarysCA,34,22,56,133.5,136.5,210,75
114,672,H,Gonzaga,43,36,79,7.5,5,-250,1
114,673,V,UCDavis,30,41,71,155.5,154.5,160,80
114,674,H,CSNorthridge,31,37,68,3,4,-180,2.5
114,675,V,CSFullerton,28,39,67,137.5,142.5,350,76
114,676,H,CalIrvine,45,42,87,10.5,8.5,-420,0.5
114,677,V,OregonState,13,30,43,128,132,NL,69
114,678,H,Oregon,41,44,85,26,25.5,NL,9.5
114,679,V,LongBeachState,47,44,107,1,2,-135,76
114,680,H,Hawaii,40,51,114,137,137,115,0
114,681,V,AustinPeay,44,48,92,153,151,280,82
114,682,H,EasternIllinois,43,41,84,9,7.5,-340,5.5
114,683,V,NCGreensboro,48,43,91,10,7,-330,0.5
114,684,H,VMI,34,48,82,145,141,270,76
114,685,V,Samford,49,49,98,5.5,6.5,-270,94.5
114,686,H,TheCitadel,34,56,90,178.5,181,230,0
114,687,V,Iona,35,42,91,4.5,6.5,-270,4.5
114,688,H,Quinnipiac,35,42,97,160.5,158,230,82.5
114,689,V,Marist,33,25,58,156.5,156,650,82
114,690,H,Canisius,38,53,91,10,12,-1000,6
114,691,V,IPFW,37,26,63,1,3,-150,82.5
114,692,H,SouthDakota,29,37,66,159,159.5,130,1
114,693,V,SacramentoState,27,47,74,145.5,3.5,-165,4
